track_name,artists,danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,track_genre,lyrics,lyrics_sentiment,mood
Wszystko odkładam na potem jakbym żył w jebanym zwieszeniu, czekając na ciebie
Ty daj mi natchnienie, twe oczy budują napięcie
Gniew zgasły mi sny, nie mogę odnaleźć siebie

Gonię to życie od nowa, by w końcu mi grali na bis, ej
A nie dam się więcej zamotać, bo w końcu spełniam swoją wizję
A nie wpuszczam ludzi do grona, bo za bardzo szanuję ciszę
Ludzie wpatrzeni na dolar, bo widzą  tylko biznes
Więc chcesz przeglądać się z bliska, to dostajesz uppercut
Muzyka to moja dziwka, ciężko, by znaleźć jej czas
Daję im SWAGu jak pixa, Triplex nie ma gwizdka
Miałem iść, kurwa. do góry, a pojebałem  się krycha

Dobrze, że życie wygrałem
Dlatego ten plik tak zapisałem
Nie mówię o złocie, platynie
Czy innych trofeach, chociaż na koncie ich tyle
Że mogę zapełnić ocean
Słyszałem już w wielu numerach
Że trzeba narobić się w życiu, by w końcu coś mieć
Szczerze, podpiszę się całym sobą, bo serio tak jest
Kiedyś myślałem, że robiłem dobrze, a serce wiedziało, że nie
Czułem się jakby dusiło coś w środku, musiałem to puścić w eter
Teraz rozumiem, że bałem się życia, by włożyć w to setki procent
Ale oddało mi w końcu i czaję, że każde marzenie to cel
Cel, cel

Ciężko się nazwać najlepszym, jak to słowo każdy tak brzydzi mi
A to środowisko cię pieprzy, zamknięte w paczce jak Chocapic
Mogę nawijać bez przerwy, 8 to dużo dla chujowych MC
Ja napisałem już 64, ale dalej głodny tu jestem tej sceny
Po zwrocie zostaje niedosyt wam, a ziomale pełni
Oni się dumą najedli po wersie, wy tylko wstydem, bo Majkel tak leci
Zostawiam przeszłość za sobą, to Nowe Rozdanie, więc wbijam na cypher
Słowa zaczęły mieć tak dużą wagę, że zróbcie mi przejście, bo jadę jak walcem

Zamknięte grono, gdy puszczam w obieg, to wraca, gdy dalej nie kaszlę
Szczerze - to wiem, że nie kumasz, za parę drobnych to sprzedałbyś matkę
Widziałem prawdziwe beefy, gdzie zamiast oświadczeń wyciąga się noże
Nie chrońcie raperów, tylko chrońcie ośkę, proszę, proszę, Panie Boże
Spadam na blok, rucham te bity aż cieknie mi ślina
Scena cię nie chce, jebana roślino, a wypinasz dupę i czekasz na kija
Co jest? Co jest? Co jest? Grałem o życie, a nie parę zyla
W morzu betonu to blok, blok, blok nauczył mnie pływać, nauczył pływać

Może to , może mam braki, ale dziś będę nawijał dla kasy
Kiedy przed laty dla takich łasych by już pisali na Ślizgu, że pastiż
Co za tępaki, dawaj mi skarb. Nie chcę Passat, wolę S-Class
Scratch'e i cuty - to nie ten track, nagram to znowu, jak będę mieć vibe
Chujowy time , bo to klasyk, bo to klasyk
 chyba skąd, nie te czasy, nie te czasy
O tych porach jest normalnie wracać z pracy
Ja za friko nie będę grać jak amator, jak amator

Znowu opuszczam to miasto w szybkim tempie jak TGV
Nie było prosto zawiłą trasą, nie mogę się doczekać aż przejdę następny poziom, by zakończyć grę
I znaleźć sens pośród wielu puzzli w tej układance
Aby nie bić się z myślami zawsze, kiedy piję kawę i palę fajkę
Na balkonie wczesnym rankiem, gdy wieczorem znów wchodzę na parkiet, myślę o tobie, czy były warte te dni
Tu nie ma miejsca na łzy
Jestem niepoliczalny, liczba π, nieoceniony, nie baw się w jury
Wierzę teraz i zawsze, bo siebie zostawiłem w numerach, więc szykujcie mi telebim

Mogę nie wygrywać sianka, bo robię to tylko dla mojej kultury
Zawsze oryginalnie nawijam z sensem, gdy oni w większości nam serwują bzdury
Poznałem kilku pozerów, widziałem paru raperów
Ale żaden z nich w rytmie, no i flow nie miałby tyle, co Sako jebanego SWAG-u
Jestem raperem - to wszystko, dzwoni mój łeb z nową wizją
Planuję płyty na przyszłość, na razie nie myślę, by robić Pitstop
Mam romans z adrenalinką, jebię się z bitem jak z dziwką
Kocham rzucać moje wersy w obieg, za to  prawie wszystko

 głowie nie obchodzi, jaki to ma sens, przecież widzisz, biorę to, co chcę
Cały dzień, proszę, w końcu zabij mnie
Może nie wytrzymam tempa, pójdę w długą, sam wiesz
Że to życie nie jest łatwe, skoro potrzebujesz lek
Przez to przyłożenie produkuję nową manię
Oddam wszystkim serca, którzy robią coś tu dla mnie
Przecież to początek, nie chodzi o ten papier
Chociaż jak zarobię, no to wszystkim to pokażę

Nie jestem Bugs Bunny, ale się pytam doktorka, jak usunąć ten Bugs Bunny
Bo muszę zrobić ten bags money
Poznają mnie już bariści, nie kojarzą barmani
Muszę być kotem na cateringu, bo ciągle wracam do mnie dobra karma mi
Zaraz wyskoczę z lodówki, teraz gotuję jak Thermomix, ty bardziej AirFryer
Nie wpuszczam do kuchni tego, czego tu pełno dziś, jest przeterminowane
Nie muszę mówić nic, te parę melodii od paru lat mówi za mnie
Daj powerbanka, bo rzadko jestem w kontakcie

Za-za-zaraz, wszystko będzie na nazwisko,  kupię za 10 pak, dziwko
Wiem, mocno ryje mnie to środowisko, ale zaraz będę lodowisko
Miał na szyi, porównania łączą tych debili
Mówią, że Rusina lubi, głosu nie kupiłem 
Mam w sobie spokój, co budzi dla nich niepokój
Szacunek do gości obu, nie ludzi, co tną na boku
Nie piszę wersów dla Hype'u, te wersy się piszą tu same, przez długi czas drapią zadrapaną ranę
Nie mam tu minionów, mam prawdę, co daje, gdzie jesteś , tu się dużo wydaje

W roku parę tripów, a nie biorę narkotyku
Nie podążam za modą, po co tyle krzyku?
Znam dobrze ludzi z teamu, wiem, kogo mam w szatni
Moi ludzie są ciekawi, nie, kurwa, ciekawscy
Wymiksowałem się od demonów, żeby wymasterować siebie
A wcześniej nie wiedziałem, gdzie jestem jak 
Dziś  to nie tylko na pokaz
To nie tylko slogan, ja to szczerze kocham

Cały ten rap to moja wizja na świat, bo non stop robię, co mam
Wpisane tu w DNA, ciągle ten sam chłopak, co marzenia ma
Czeka na swoje koncerty i pierwszy kontakt
Od labelu, który mu wskaże drogę i da możliwość bycia na worldwide
Wrzuciłem nowy żeton do gry z nadzieją, że to w końcu pójdzie
Oddaję duszę na każdym tracku, mimo że wcale nie muszę
Dla nich to tylko forsa, dla mnie to szansa, żadna troska
W sercu Bóg i Matka Boska  siła, w mojej rodzinie wiara od lat

Pisze do mnie Hype o 8 wersów, ja się pytam bardziej, kurwa, co jest
5 lat robiłem, tylko swoje, swoje, dziś, co moje, moje, jest też twoje
Więcej, po to przyszedłem w moim żółwim tempie i uwierz mi, rejs ten wygrywam do usz
Mam w chuj animuszu i się ani rusz tu, nie boję się brudu 
To jest Rhytm'n'Flow Polska, miałeś swoje 5 minut mordzia
Ja na zawsze chciałem tu zostać, budowałem charakter, postać
Wyszedł refren, miała być zwrotka, no bo znam się na melodiach
A.N.T.U.A. przez cypher roku grupa wąska jest

Top quality, to nie topka ligi, ale jak Mamed Khalidov kopie
Duży plik na duży tył, to nie money size, tylko znam z autopsji
 to jest taki typ, że jak widzi zysk, to go ma na sobie
Pod radarem, tak jak jakiś , wziąłbyś dick, a  to kopie
W głowię chleb, ser, no i sałata, się czuję jak toster
Pyta dlaczego tak gadam, niby dlaczego tak rosnę?
Pisałem tracki do radia i kładłem brukową kostkę
Zawsze jak patrzyłem w lustro, mierzyłem wzrokiem się z gościem

Czuję się trochę jak krupier, bo inny od grupy i mogę rozdawać wam karty
Z asem w rękawie czekałem na lufę, wtedy już byłem na bani obdarty
Płynę z tematem i mam inne flow, dwa razy w rzekę i z buta pod prąd
Nie kopię za bardzo, dowożę jak Bolt, nadchodzi burza, to piorunochron
Szukałem zioma na lewo i prawo, a najlepszy w mono tonie
Razem czujemy, co w duszy nam gra, omijamy monotonię
Patrzysz na ręce, patrzysz na swoje, celujesz w serce, trzymaj głowę
Zawsze poszukaj słowa w słowie, nieważne, kto je powie

Nie boję się jutra, przeraża mnie dzisiaj, rano nic poza tym, że jakoś się trzymam
Widywałem cyfry u byłych idoli, idole dzisiaj to już parasole
Straciłem ikony, jak spojrzałem w oczy idoli, którzy już nie żyją
Bo dzisiaj to tylko okładki na stole, które za grubymi nićmi sobie szyją
Wierni zasadom tylko na ekranie, nie wierzyłem w siebie, dopóki nie wygrałem
Walki ze sobą po porażce, którą sam sobie co dzień serwowałem
Bolały mnie oczy i dusza, bo ślepy na hałasy jaki tu zagłuszam
Kazali przypomnieć się, jak zrobię cyfry, to coś pomyślimy o ruchach

Jestem białasem, skurwielem jak muzyka, TV, robię to z bratem, no Diddy
Mówisz, że jesteś wyżej ode mnie, się przyznajesz, że masz zwidy
Zero stylu, twoje buty mają rację, ja nie przyjdę ani chwili
Zacząłem to puszczać w '21, a dzisiaj właśnie takie urodziny
Robię to po to, byś w końcu się przestał mnie pytać, co tu OK
Zwłaszcza, gdzie zero perspektyw mnie wita nad ranem
Jeszcze będą mi klaskać jak zrobimy bardziej wyswagowane
Przychodzi mój czas,  w górę dalej
W górę dalej, Arturo$, nie zapomnij  SWAG

Szlifuję rzemiosło, nie stać na Manitou, jednak pompa tak jak ponton
Jestem top-top-top-top jak Top Boy, Stelmach nie Sokół, a wciąż do celu PROSTO
I nie chodzi o to, że się porównuję
Chodzi o to, żeby GOAT-om dać szacunek, u mnie zawsze grubo, u was cienki strudel
Nie ma, co kryć, airplane tryb
Nie odbieram, bo się nastawiłem na zysk
Na chwilę zróbmy pauzę, powrót, wracam, wjeżdża taran
Chcesz mnie poznać, to włączaj Shazam, wyją syreny, to banger alarm

Całe życie na patencie, żeby oszukać zły regulamin
Jak składasz i kończysz punch-ami, zostanę twoją sugar mommy
Jak kiedyś otworzę OnlyFans, to tylko taki ze stópkami
Z kim przystajesz, takim się stajesz, ja bujam się z Rap-VIP-ami
Zawsze chciałam grać koncerty, ale tylko je prowadzę
Inni spełniali marzenia, gdy ja siedziałam przy barze
W chuju mam ten pusty flexin, pod te teksty pseudo-braggę
Ciuchy kupuję w Lumpeksie i tym ujebanym vansem z buta wjadę
Nowe Rozdanie, Seni

Wczoraj to kończyłem, dzisiaj na cypherze zaczynam na nowo budować karierę i siebie
Nie gadam z typami, bo dla mnie muzyka to całe życie, nie interes
OK, jak zagrałem, stary, 2 koncerty w tydzień, to wyjebane miałem w przelew
Bo siano dla mnie nie jest celem, odmalowałem siebie jak stare fele
Na drodze bywałem, mnie to zabolało, bo w chuja leciały, parzyły, nieraz
Jedyne efekty, które uzyskałem przez morze, to stłumione oczy na świat
Te wersy jak pasterki rękę zastępuję nimi swego terapeutę
Się zmieniły czasy, szkoła dała lekcje, możesz nie przepuścić, a ja i tak wejdę

Netflix niech da mi subskrypcję na rok za to, że się im dograłem do cypher
Mamo, zobacz jaki synek ma przelot, dzisiaj wszystkie oczy na mnie
Skierowane, ja wystawiam tobie skierowanie na badanie moich tracków
Badaj album, wszystko, co wydaję, to nie jest dla żartu
Mam miejsce tylko na 8 wersów, ale chciałbym nimi, kurwa, coś przekazać
Wasza muza to zerowa wartość, ciężko nawet powiedzieć, że fajna sprawa
Ja z fanami też mam własne lingo, choć największym fanem chyba moja mama
A ty odstaw tamto ścierwo, dzieciak, bo to w sumie wiocha, a nie żaden traplife

Ogarniam plotki, nowi, mogę zaszkodzić, szkoli, ogień to problem
Nadchodzi, prości, że my OG, lecz nie ma opcji, że my już niegroźni, ja już wolę
Wiem, że do szans na skromny, nosi mnie ciągle muza jakbym był zombie
Dziś Bóg zachowany w hostii, czemu nie w głowie jak dobry, ludzie nieprawdopodobni
Pozbawieni oryginalności, ciekawostki, chcesz trochę cashu nadrobić
Może trochę tożsamości, życzliwości dla was samych jak wasza muza nie ma grama żadnej prawdy
Jak i motywacji, najpierw zacznij,  chwilę,  do walki, odpalone jak blok lampy
Skille duże jak Atlantyk, rapu fanatyk, zawaliłem wam teatrzyk

W życiu miałem za dużo pecha, ciężko mi się, ziom, rosło
Teraz na pewno zakwitłem w rapie, mogliście konkursu nie robić wiosną
Większość czasu jak patrzyłem w lustro, mogłem nie poznać tamtej osoby
Jakbym wypił eliksir (jak, jak) wielosokowy
Co mogę dodać, jak liczysz na bliskich, kurwa, nie zawiedź, oni liczą na ciebie
I się nie zmienię, zawsze bądź sobą w skali jeden do jeden
I zawsze przed siebie jak Hugo, będę to wpajał do głowy jak Bam Bam maczugą
Mam puste kieszenie, sukces padnie niedługo

Yo! To Nowe Rozdanie, ciągłe motanie znów gniecie mi banię
Zapierdalanie godzinami w korpo mi dało mniej niż się tego spodziewałem
Chcę patrzeć na pełną salę ludzi, która będzie znać moje kawałki na pamięć
Kombinowałem jak robić ten rap za dzieciaka, kiedy z bratem w studiu siedziałem
Teraz czuję, że mam na to metod więcej, przed pieniądzem za to stoi tylko respekt
Podbijam na wejściu, zbieram całą pulę, no bo dobrze wiem, że mam do tego rękę
Parę asów w rękawie, do tego Jester, się czerwienisz do przegranej jak Manchester
Dałem tych wersów ósemkę, odwróć ją, zobaczysz jak długo w grze będę

Nigdy nie byłem, bro, tu nigdy nie chodzi o siano
Tylko o głos, jebany talent - wszystko co z nieba ci dano
Ja ciągle grind, grind, grind, kiedy odjechali na ławkach po nocach
Zostałem na blokach, bo nie miałem wyjścia, a nie że robiłem wszystko na pokaz
Zakładam na banię kaptur, to nawyk 
Mój sukces to , nie chciały patrzeć teraz jak 
Glow up, jedyna droga to go up
Nigdy nie wybieram windy, biegam po schodam, zostały nawyki jak rzucałem towar
Teraz chcę wyprzedać Torwar, tak długo miałem pod górę
Nie zrozumiesz tego jak nie uciekałeś z kraju, żeby uniknąć kulek

Już kiedyś myślałem, że to jest bez sensu, że to niewarte jest nowego dresu
Słucham się tego, co zagra mi w sercu, wiem, jak się zachować, nie trzeba kodeksu
Czasami w głowie nie ładuje tekstur,  przez natłok stresu
Już raz miałem z rapem przestój, nie odpalałem notesu
Długo w chuju mam, kto hejtuje, zbyt wiele lat czułem się oceniany
Dziś żadna z tych twarzy nie sięga do pały mi, robię to dla siebie, ale przy okazji wkurwiam ich
W zgodzie z sobą, ej, zero jest presji, jestem sobą, a nie dla atencji
Za duże masz ego, ej, kolegom to przekmiń, chcesz porapować, a na bicie się nie zmieścisz

Zakładam tessa, czas mi upływa, gdy siedzę w studio, kierunek - on top
Mieszanka wersów na dzisiaj, rzeczywistość goni pędem
Choć w ręce trzymam jak lejce
Nie powstrzymasz mnie, gdy wkładam w to serce
Wystaw fakturę, gdy się nie zmieszczę
Może odpiszę ci lub mój przyszły label
Kierunek w głowie, poczekaj, ustawiam kadr, Auto-Focus
Widzisz mnie przed sobą i jestem onieśmieleniem twoich pokus

Bolą mnie plecy, kręgosłup moralny waży, przez co traciłem wypłaty
Pamiętasz szponty, lewe doradztwo, pierwszą ofiarą są państwo
Mój były wspólnik na myśl o pieniądzach gotuje się, kurwa, jak czajnik, każdy chce kaski
Zboczyłem z drogi, by odnaleźć siebie i duszę, gdzieś pośród liter i oparów ganji
Asset, trzymam go w bani jak trasę, coś regularnie obijam se banię
Nie gadam z bratem przez ćpanie, mówił mi ciągle, że ćpają najwięksi
Ta, jakoś mnie to nie kupuje, ale go kocham i życzę najlepiej
Jak kocham hip-hop, tym żyję - to też dobrze wiecie
Baaku

Jak wjeżdża GM, to banik dla nich, moim celem są diaxy, stalki
Dla was je mogę zostawić, nie maksujecie tej aury
Wcale, miałem miecze nie raz na gardle, całe szczęście tylko otarłem
Się o sytuacje pojebane nie wciągnęły mnie tak jak Tahm Kench
Zębatkę klikam, zmieniam setting, przepowiedni mam w chuj w mej głowie
Już liznęliśmy lepszego życia, teraz celem jest je mieć na co dzień
Tu, gdzie południe, są me korzenie i nie mam planów na przesadzenie
Chyba, że znów na wyjeździe, na codzienność klikam escape

Chodzę jak dziecko wojny, pracuję 24h na dobę
Zapewne widzą we mnie zagrożenie, bo Ortiz dla nich to nie byle pionek
Znalazłem siebie przed mikrofonem, niedziwne, że mówią, co to za koleś
Nie pod publikę, bo robię swoje, lecz dla publiki zrobimy ogień
Od lat kujemy zbroję, dyski wypełnione pod korek
Kurwa, to, że to moje miejsce jest, wiedziałem, gdy zacząłem
Skoro już w blasku stoję, to dla niedowiarków czas na pokorę
Zbyt długo oddawałem swoją kolej, niech teraz piją za moje zdrowie

, wziąłem pięć dych z myślą, że to bardzo miło
Żyję rzadko chwilą, dziś minie horyzont, mówię ""dam wygodę"", no i nie wiem
Wychodzę spłukany jak zawsze, gdy inwestuję w siebie, cciałbym wyjść na zero, Kiedyś , no i  w dłoni  z tym chodzić
Czasem czuję, że się nie da
Ułożeni ludzie z pizdy w kółku, gdy ja stoję w dresach
Jestem z wersów typu błoto, beton, niefart
Przez nie skróci łuków trochę  zjebie

Całe życie w chowanego, tylko nie wiem, kto mnie szuka
Ukryłam emocje, no i ciągle szukam klucza
Mówią ""żyj tu i teraz"", a ja ciągle w przód wybiegam
Kiedy patrzę w lustro, to nie widzę w nim człowieka
Składam jutra jak puzzle, co nie mają kształtu dziś
W swojej głowie mam plany, a w duszy pusty, pusty plik
Zamiast przeżyć ten moment, to analizuję syf
Zamieniam teraz, no potem, przez to nie czuję już nic
